P( CalcPrior ) = 0.25
P( CalcPrior ) = 0.25
P( CalcPrior ) = 0.25
P( CalcPrior ) = 0.25
P( knicked | Deceptive Negative) = 3.89749585891e-05
P( fortunate | Deceptive Negative) = 3.89749585891e-05
P( fortunate | Deceptive Positive) = 2.87471971483e-05
P( fortunate | Truthful Negative) = 3.86301740289e-05
P( fortunate | Truthful Positive) = 2.63289539507e-05
P( bunch | Deceptive Negative) = 7.79499171782e-05
P( bunch | Deceptive Positive) = 5.74943942966e-05
P( bunch | Truthful Negative) = 7.72603480579e-05
P( bunch | Truthful Positive) = 7.8986861852e-05
P( le | Deceptive Negative) = 1.94874792946e-05
P( le | Deceptive Positive) = 2.87471971483e-05
P( le | Truthful Negative) = 7.72603480579e-05
P( le | Truthful Positive) = 2.63289539507e-05
P( lb | Deceptive Negative) = 1.94874792946e-05
P( lb | Deceptive Positive) = 8.62415914448e-05
P( lb | Truthful Negative) = 1.93150870145e-05
P( lb | Truthful Positive) = 2.63289539507e-05
P( la | Deceptive Negative) = 1.94874792946e-05
P( la | Deceptive Positive) = 2.87471971483e-05
P( la | Truthful Negative) = 3.86301740289e-05
P( la | Truthful Positive) = 7.8986861852e-05
P( lo | Deceptive Negative) = 1.94874792946e-05
P( lo | Deceptive Positive) = 2.87471971483e-05
P( lo | Truthful Negative) = 3.86301740289e-05
P( lo | Truthful Positive) = 2.63289539507e-05
P( decorum | Deceptive Negative) = 1.94874792946e-05
P( decorum | Deceptive Positive) = 5.74943942966e-05
P( decorum | Truthful Negative) = 1.93150870145e-05
P( decorum | Truthful Positive) = 2.63289539507e-05
P( flawed | Deceptive Negative) = 1.94874792946e-05
P( flawed | Deceptive Positive) = 2.87471971483e-05
P( flawed | Truthful Negative) = 3.86301740289e-05
P( flawed | Truthful Positive) = 2.63289539507e-05
P( labor | Deceptive Negative) = 5.84624378837e-05
P( labor | Deceptive Positive) = 2.87471971483e-05
P( labor | Truthful Negative) = 3.86301740289e-05
P( labor | Truthful Positive) = 5.26579079013e-05
P( willing | Deceptive Negative) = 3.89749585891e-05
P( willing | Deceptive Positive) = 0.00017248318289
P( willing | Truthful Negative) = 7.72603480579e-05
P( willing | Truthful Positive) = 0.000105315815803
P( tickled | Deceptive Negative) = 1.94874792946e-05
P( tickled | Deceptive Positive) = 5.74943942966e-05
P( tickled | Truthful Negative) = 1.93150870145e-05
P( tickled | Truthful Positive) = 2.63289539507e-05
P( bountiful | Deceptive Negative) = 1.94874792946e-05
P( bountiful | Deceptive Positive) = 2.87471971483e-05
P( bountiful | Truthful Negative) = 1.93150870145e-05
P( bountiful | Truthful Positive) = 5.26579079013e-05
P( greater | Deceptive Negative) = 1.94874792946e-05
P( greater | Deceptive Positive) = 5.74943942966e-05
P( greater | Truthful Negative) = 3.86301740289e-05
P( greater | Truthful Positive) = 2.63289539507e-05
P( spell | Deceptive Negative) = 3.89749585891e-05
P( spell | Deceptive Positive) = 2.87471971483e-05
P( spell | Truthful Negative) = 1.93150870145e-05
P( spell | Truthful Positive) = 2.63289539507e-05
P( mention | Deceptive Negative) = 0.00021436227224
P( mention | Deceptive Positive) = 0.000229977577186
P( mention | Truthful Negative) = 9.65754350723e-05
P( mention | Truthful Positive) = 0.000157973723704
P( greated | Deceptive Negative) = 1.94874792946e-05
P( greated | Deceptive Positive) = 2.87471971483e-05
P( greated | Truthful Negative) = 1.93150870145e-05
P( greated | Truthful Positive) = 5.26579079013e-05
P( insisting | Deceptive Negative) = 3.89749585891e-05
P( insisting | Deceptive Positive) = 2.87471971483e-05
P( insisting | Truthful Negative) = 1.93150870145e-05
P( insisting | Truthful Positive) = 2.63289539507e-05
P( kindness | Deceptive Negative) = 1.94874792946e-05
P( kindness | Deceptive Positive) = 2.87471971483e-05
P( kindness | Truthful Negative) = 1.93150870145e-05
P( kindness | Truthful Positive) = 5.26579079013e-05
P( day | Deceptive Negative) = 0.000974373964728
P( day | Deceptive Positive) = 0.000862415914448
P( day | Truthful Negative) = 0.0014679466131
P( day | Truthful Positive) = 0.00102682920408
P( february | Deceptive Negative) = 1.94874792946e-05
P( february | Deceptive Positive) = 2.87471971483e-05
P( february | Truthful Negative) = 3.86301740289e-05
P( february | Truthful Positive) = 0.000105315815803
P( frayed | Deceptive Negative) = 1.94874792946e-05
P( frayed | Deceptive Positive) = 2.87471971483e-05
P( frayed | Truthful Negative) = 7.72603480579e-05
P( frayed | Truthful Positive) = 2.63289539507e-05
P( blindfolded | Deceptive Negative) = 3.89749585891e-05
P( blindfolded | Deceptive Positive) = 2.87471971483e-05
P( blindfolded | Truthful Negative) = 1.93150870145e-05
P( blindfolded | Truthful Positive) = 2.63289539507e-05
P( jiggling | Deceptive Negative) = 3.89749585891e-05
P( jiggling | Deceptive Positive) = 2.87471971483e-05
P( jiggling | Truthful Negative) = 1.93150870145e-05
P( jiggling | Truthful Positive) = 2.63289539507e-05
P( close-by | Deceptive Negative) = 1.94874792946e-05
P( close-by | Deceptive Positive) = 2.87471971483e-05
P( close-by | Truthful Negative) = 3.86301740289e-05
P( close-by | Truthful Positive) = 2.63289539507e-05
P( cider | Deceptive Negative) = 7.79499171782e-05
P( cider | Deceptive Positive) = 2.87471971483e-05
P( cider | Truthful Negative) = 1.93150870145e-05
P( cider | Truthful Positive) = 2.63289539507e-05
P( blazing | Deceptive Negative) = 1.94874792946e-05
P( blazing | Deceptive Positive) = 2.87471971483e-05
P( blazing | Truthful Negative) = 3.86301740289e-05
P( blazing | Truthful Positive) = 2.63289539507e-05
P( crudely | Deceptive Negative) = 3.89749585891e-05
P( crudely | Deceptive Positive) = 2.87471971483e-05
P( crudely | Truthful Negative) = 1.93150870145e-05
P( crudely | Truthful Positive) = 2.63289539507e-05
P( slipping | Deceptive Negative) = 1.94874792946e-05
P( slipping | Deceptive Positive) = 2.87471971483e-05
P( slipping | Truthful Negative) = 3.86301740289e-05
P( slipping | Truthful Positive) = 2.63289539507e-05
P( gazing | Deceptive Negative) = 3.89749585891e-05
P( gazing | Deceptive Positive) = 2.87471971483e-05
P( gazing | Truthful Negative) = 1.93150870145e-05
P( gazing | Truthful Positive) = 2.63289539507e-05
P( experienced | Deceptive Negative) = 0.000136412355062
P( experienced | Deceptive Positive) = 0.000201230380038
P( experienced | Truthful Negative) = 0.000115890522087
P( experienced | Truthful Positive) = 5.26579079013e-05
P( einstein | Deceptive Negative) = 1.94874792946e-05
P( einstein | Deceptive Positive) = 2.87471971483e-05
P( einstein | Truthful Negative) = 1.93150870145e-05
P( einstein | Truthful Positive) = 5.26579079013e-05
P( waking | Deceptive Negative) = 1.94874792946e-05
P( waking | Deceptive Positive) = 5.74943942966e-05
P( waking | Truthful Negative) = 5.79452610434e-05
P( waking | Truthful Positive) = 2.63289539507e-05
P( pantry | Deceptive Negative) = 1.94874792946e-05
P( pantry | Deceptive Positive) = 2.87471971483e-05
P( pantry | Truthful Negative) = 1.93150870145e-05
P( pantry | Truthful Positive) = 0.000105315815803
P( junkie | Deceptive Negative) = 1.94874792946e-05
P( junkie | Deceptive Positive) = 2.87471971483e-05
P( junkie | Truthful Negative) = 1.93150870145e-05
P( junkie | Truthful Positive) = 5.26579079013e-05
P( sweatshirt | Deceptive Negative) = 1.94874792946e-05
P( sweatshirt | Deceptive Positive) = 2.87471971483e-05
P( sweatshirt | Truthful Negative) = 3.86301740289e-05
P( sweatshirt | Truthful Positive) = 2.63289539507e-05
P( sexual | Deceptive Negative) = 3.89749585891e-05
P( sexual | Deceptive Positive) = 2.87471971483e-05
P( sexual | Truthful Negative) = 1.93150870145e-05
P( sexual | Truthful Positive) = 2.63289539507e-05
P( rex | Deceptive Negative) = 1.94874792946e-05
P( rex | Deceptive Positive) = 0.000114988788593
P( rex | Truthful Negative) = 1.93150870145e-05
P( rex | Truthful Positive) = 2.63289539507e-05
P( mats | Deceptive Negative) = 3.89749585891e-05
P( mats | Deceptive Positive) = 2.87471971483e-05
P( mats | Truthful Negative) = 1.93150870145e-05
P( mats | Truthful Positive) = 2.63289539507e-05
P( announcer | Deceptive Negative) = 3.89749585891e-05
P( announcer | Deceptive Positive) = 2.87471971483e-05
P( announcer | Truthful Negative) = 1.93150870145e-05
P( announcer | Truthful Positive) = 2.63289539507e-05
P( res | Deceptive Negative) = 1.94874792946e-05
P( res | Deceptive Positive) = 2.87471971483e-05
P( res | Truthful Negative) = 3.86301740289e-05
P( res | Truthful Positive) = 2.63289539507e-05
P( rep | Deceptive Negative) = 3.89749585891e-05
P( rep | Deceptive Positive) = 2.87471971483e-05
P( rep | Truthful Negative) = 3.86301740289e-05
P( rep | Truthful Positive) = 2.63289539507e-05
P( barley | Deceptive Negative) = 3.89749585891e-05
P( barley | Deceptive Positive) = 2.87471971483e-05
P( barley | Truthful Negative) = 1.93150870145e-05
P( barley | Truthful Positive) = 2.63289539507e-05
P( flushing | Deceptive Negative) = 3.89749585891e-05
P( flushing | Deceptive Positive) = 2.87471971483e-05
P( flushing | Truthful Negative) = 1.93150870145e-05
P( flushing | Truthful Positive) = 5.26579079013e-05
P( asthmatic | Deceptive Negative) = 1.94874792946e-05
P( asthmatic | Deceptive Positive) = 2.87471971483e-05
P( asthmatic | Truthful Negative) = 3.86301740289e-05
P( asthmatic | Truthful Positive) = 2.63289539507e-05
P( electronics | Deceptive Negative) = 1.94874792946e-05
P( electronics | Deceptive Positive) = 2.87471971483e-05
P( electronics | Truthful Negative) = 1.93150870145e-05
P( electronics | Truthful Positive) = 5.26579079013e-05
P( purplish | Deceptive Negative) = 1.94874792946e-05
P( purplish | Deceptive Positive) = 2.87471971483e-05
P( purplish | Truthful Negative) = 3.86301740289e-05
P( purplish | Truthful Positive) = 2.63289539507e-05
P( red | Deceptive Negative) = 7.79499171782e-05
P( red | Deceptive Positive) = 2.87471971483e-05
P( red | Truthful Negative) = 0.000251096131188
P( red | Truthful Positive) = 0.000131644769753
P( approached | Deceptive Negative) = 9.74373964728e-05
P( approached | Deceptive Positive) = 2.87471971483e-05
P( approached | Truthful Negative) = 3.86301740289e-05
P( approached | Truthful Positive) = 5.26579079013e-05
P( retrieved | Deceptive Negative) = 3.89749585891e-05
P( retrieved | Deceptive Positive) = 2.87471971483e-05
P( retrieved | Truthful Negative) = 3.86301740289e-05
P( retrieved | Truthful Positive) = 2.63289539507e-05
P( que | Deceptive Negative) = 1.94874792946e-05
P( que | Deceptive Positive) = 2.87471971483e-05
P( que | Truthful Negative) = 3.86301740289e-05
P( que | Truthful Positive) = 2.63289539507e-05
P( backwards | Deceptive Negative) = 1.94874792946e-05
P( backwards | Deceptive Positive) = 2.87471971483e-05
P( backwards | Truthful Negative) = 3.86301740289e-05
P( backwards | Truthful Positive) = 5.26579079013e-05
P( rumbled | Deceptive Negative) = 1.94874792946e-05
P( rumbled | Deceptive Positive) = 2.87471971483e-05
P( rumbled | Truthful Negative) = 3.86301740289e-05
P( rumbled | Truthful Positive) = 2.63289539507e-05
P( peeve | Deceptive Negative) = 3.89749585891e-05
P( peeve | Deceptive Positive) = 2.87471971483e-05
P( peeve | Truthful Negative) = 3.86301740289e-05
P( peeve | Truthful Positive) = 2.63289539507e-05
P( steal | Deceptive Negative) = 3.89749585891e-05
P( steal | Deceptive Positive) = 2.87471971483e-05
P( steal | Truthful Negative) = 1.93150870145e-05
P( steal | Truthful Positive) = 0.000105315815803
P( shells | Deceptive Negative) = 1.94874792946e-05
P( shells | Deceptive Positive) = 2.87471971483e-05
P( shells | Truthful Negative) = 3.86301740289e-05
P( shells | Truthful Positive) = 2.63289539507e-05
P( chicken | Deceptive Negative) = 1.94874792946e-05
P( chicken | Deceptive Positive) = 2.87471971483e-05
P( chicken | Truthful Negative) = 0.000115890522087
P( chicken | Truthful Positive) = 2.63289539507e-05
P( waitress | Deceptive Negative) = 5.84624378837e-05
P( waitress | Deceptive Positive) = 2.87471971483e-05
P( waitress | Truthful Negative) = 5.79452610434e-05
P( waitress | Truthful Positive) = 2.63289539507e-05
P( rudely | Deceptive Negative) = 7.79499171782e-05
P( rudely | Deceptive Positive) = 2.87471971483e-05
P( rudely | Truthful Negative) = 5.79452610434e-05
P( rudely | Truthful Positive) = 5.26579079013e-05
P( finest | Deceptive Negative) = 3.89749585891e-05
P( finest | Deceptive Positive) = 0.000143735985741
P( finest | Truthful Negative) = 3.86301740289e-05
P( finest | Truthful Positive) = 2.63289539507e-05
P( hairballs | Deceptive Negative) = 3.89749585891e-05
P( hairballs | Deceptive Positive) = 2.87471971483e-05
P( hairballs | Truthful Negative) = 1.93150870145e-05
P( hairballs | Truthful Positive) = 2.63289539507e-05
P( sack | Deceptive Negative) = 3.89749585891e-05
P( sack | Deceptive Positive) = 2.87471971483e-05
P( sack | Truthful Negative) = 1.93150870145e-05
P( sack | Truthful Positive) = 2.63289539507e-05
P( embarrassed | Deceptive Negative) = 1.94874792946e-05
P( embarrassed | Deceptive Positive) = 2.87471971483e-05
P( embarrassed | Truthful Negative) = 3.86301740289e-05
P( embarrassed | Truthful Positive) = 2.63289539507e-05
P( guidebook | Deceptive Negative) = 1.94874792946e-05
P( guidebook | Deceptive Positive) = 5.74943942966e-05
P( guidebook | Truthful Negative) = 1.93150870145e-05
P( guidebook | Truthful Positive) = 2.63289539507e-05
P( reached | Deceptive Negative) = 7.79499171782e-05
P( reached | Deceptive Positive) = 2.87471971483e-05
P( reached | Truthful Negative) = 1.93150870145e-05
P( reached | Truthful Positive) = 2.63289539507e-05
P( lounging | Deceptive Negative) = 1.94874792946e-05
P( lounging | Deceptive Positive) = 5.74943942966e-05
P( lounging | Truthful Negative) = 1.93150870145e-05
P( lounging | Truthful Positive) = 2.63289539507e-05
P( ancient | Deceptive Negative) = 1.94874792946e-05
P( ancient | Deceptive Positive) = 2.87471971483e-05
P( ancient | Truthful Negative) = 3.86301740289e-05
P( ancient | Truthful Positive) = 2.63289539507e-05
P( sadly | Deceptive Negative) = 7.79499171782e-05
P( sadly | Deceptive Positive) = 2.87471971483e-05
P( sadly | Truthful Negative) = 5.79452610434e-05
P( sadly | Truthful Positive) = 2.63289539507e-05
P( laps | Deceptive Negative) = 3.89749585891e-05
P( laps | Deceptive Positive) = 8.62415914448e-05
P( laps | Truthful Negative) = 1.93150870145e-05
P( laps | Truthful Positive) = 2.63289539507e-05
P( ubtil | Deceptive Negative) = 1.94874792946e-05
P( ubtil | Deceptive Positive) = 2.87471971483e-05
P( ubtil | Truthful Negative) = 3.86301740289e-05
P( ubtil | Truthful Positive) = 2.63289539507e-05
P( completed | Deceptive Negative) = 1.94874792946e-05
P( completed | Deceptive Positive) = 5.74943942966e-05
P( completed | Truthful Negative) = 1.93150870145e-05
P( completed | Truthful Positive) = 7.8986861852e-05
P( nobody | Deceptive Negative) = 0.00021436227224
P( nobody | Deceptive Positive) = 2.87471971483e-05
P( nobody | Truthful Negative) = 0.000193150870145
P( nobody | Truthful Positive) = 5.26579079013e-05
P( dreary | Deceptive Negative) = 3.89749585891e-05
P( dreary | Deceptive Positive) = 2.87471971483e-05
P( dreary | Truthful Negative) = 3.86301740289e-05
P( dreary | Truthful Positive) = 2.63289539507e-05
P( environmental | Deceptive Negative) = 3.89749585891e-05
P( environmental | Deceptive Positive) = 5.74943942966e-05
P( environmental | Truthful Negative) = 1.93150870145e-05
P( environmental | Truthful Positive) = 2.63289539507e-05
P( two-hours | Deceptive Negative) = 3.89749585891e-05
P( two-hours | Deceptive Positive) = 2.87471971483e-05
P( two-hours | Truthful Negative) = 1.93150870145e-05
P( two-hours | Truthful Positive) = 2.63289539507e-05
P( musium | Deceptive Negative) = 1.94874792946e-05
P( musium | Deceptive Positive) = 2.87471971483e-05
P( musium | Truthful Negative) = 1.93150870145e-05
P( musium | Truthful Positive) = 5.26579079013e-05
P( roof-top | Deceptive Negative) = 1.94874792946e-05
P( roof-top | Deceptive Positive) = 5.74943942966e-05
P( roof-top | Truthful Negative) = 1.93150870145e-05
P( roof-top | Truthful Positive) = 2.63289539507e-05
P( loved | Deceptive Negative) = 3.89749585891e-05
P( loved | Deceptive Positive) = 0.00137986546312
P( loved | Truthful Negative) = 0.000135205609101
P( loved | Truthful Positive) = 0.000737210710618
P( glamorous | Deceptive Negative) = 3.89749585891e-05
P( glamorous | Deceptive Positive) = 5.74943942966e-05
P( glamorous | Truthful Negative) = 1.93150870145e-05
P( glamorous | Truthful Positive) = 2.63289539507e-05
P( furnishings | Deceptive Negative) = 0.000136412355062
P( furnishings | Deceptive Positive) = 5.74943942966e-05
P( furnishings | Truthful Negative) = 7.72603480579e-05
P( furnishings | Truthful Positive) = 0.000131644769753
P( ballard | Deceptive Negative) = 1.94874792946e-05
P( ballard | Deceptive Positive) = 2.87471971483e-05
P( ballard | Truthful Negative) = 1.93150870145e-05
P( ballard | Truthful Positive) = 5.26579079013e-05
P( pointers | Deceptive Negative) = 1.94874792946e-05
P( pointers | Deceptive Positive) = 5.74943942966e-05
P( pointers | Truthful Negative) = 1.93150870145e-05
P( pointers | Truthful Positive) = 2.63289539507e-05
P( shampoo | Deceptive Negative) = 0.000136412355062
P( shampoo | Deceptive Positive) = 8.62415914448e-05
P( shampoo | Truthful Negative) = 0.000135205609101
